ID	1 - Subject of photo	2 - Event Initiator	3 - Alternative source credited?	4 - Size of Photo
3955	241	53	N/A no other source	S
3955	010	01	AP	S
3957	054	71	N/A no other source	S
3957	130	05	Al Jazeera	S
3957	142	74	N/A no other source	S
3957	158	04	N/A no other source	S
3957	039	01	N/A no other source	S
3958	095	53	N/A no other source	S
3958	095	53	N/A no other source	S
3958	095	53	N/A no other source	S
3958	095	53	N/A no other source	S
3958	095	53	N/A no other source	S
3958	095	53	N/A no other source	S
3959	372	52	Other UK media source	L
3959	999	52	Other UK media source	S
3959	372	52	Other UK media source	S
3962	145	53	Other news agency	M
3964	145	74	N/A no other source	S
3964	145	74	N/A no other source	S
3965	182	36	N/A no other source	S
3966	300	09	Freedom TV (coalition channel in Iraq)	S
3966	290	11	Freedom TV (coalition channel in Iraq)	S
3966	041	71	N/A no other source	S
3968	145	53	N/A no other source	XL
3968	145	53	N/A no other source	S
3970	355	53	N/A no other source	S
3970	039	01	N/A no other source	S
3970	355	53	N/A no other source	S
3972	149	74	N/A no other source	M
3972	059	01	N/A no other source	M
3972	056	02	N/A no other source	M
3973	060	01	N/A no other source	S
3975	202	41	N/A no other source	S
3976	059	07	N/A no other source	S
3976	353	51	N/A no other source	L
3977	034	01	N/A no other source	S
3979	355	53	N/A no other source	L
3982	288	53	N/A no other source	L
3983	038	53	N/A no other source	L
3985	356	53	N/A no other source	S
3985	356	53	N/A no other source	S
3985	288	53	N/A no other source	S
3985	350	53	N/A no other source	M
3985	288	53	N/A no other source	S
3985	288	53	N/A no other source	S
3987	059	07	N/A no other source	L
3987	353	51	N/A no other source	M
3991	300	09	Freedom TV (coalition channel in Iraq)	S
3991	290	11	Freedom TV (coalition channel in Iraq)	S
3992	182	36	N/A no other source	S
3993	355	53	N/A no other source	XL
3993	355	53	N/A no other source	M
3993	054	71	N/A no other source	M
3994	144	02	N/A no other source	XL
3995	355	01	N/A no other source	M
3997	270	51	N/A no other source	S
3997	270	51	N/A no other source	S
3997	270	51	N/A no other source	S
3997	270	51	N/A no other source	S
3997	270	51	N/A no other source	S
3997	149	01	N/A no other source	S
3998	059	07	AP	L
3998	355	71	AP	S
3999	254	52	EPA	S
3999	250	36	N/A no other source	L
3999	255	36	N/A no other source	S
4001	059	07	AP	M
4001	241	53	N/A no other source	M
4002	059	01	EPA	M
4004	353	01	N/A no other source	S
4006	241	53	N/A no other source	M
4008	113	55	Other US media source	S
4008	115	59	Other Arab media (not specific reporter)	S
4008	116	63	Other media source: non-specific/ unclear	S
4008	116	63	Other media source: non-specific/ unclear	S
4008	116	63	AP	S
4009	401	53	Freedom TV (coalition channel in Iraq)	M
4012	353	52	Reuters	XL
4013	353	52	EPA	XL
4015	039	01	N/A no other source	XL
4015	042	26	N/A no other source	M
4015	370	52	N/A no other source	M
4017	270	52	AP	XL
4017	145	74	N/A no other source	S
4020	370	52	EPA	XL
4020	370	07	EPA	S
4020	370	52	AP	S
4020	370	52	AP	S
4025	353	01	N/A no other source	XL
4026	353	52	N/A no other source	M
4026	353	01	N/A no other source	M
4026	353	01	N/A no other source	M
4026	353	01	N/A no other source	M
4026	353	01	N/A no other source	M
4026	370	52	Reuters	M
4026	353	52	N/A no other source	L
4027	009	01	AP	S
4027	370	52	AP	M
4027	056	01	AP	M
4027	010	01	Reuters	S
4027	353	74	N/A no other source	S
4027	241	53	N/A no other source	M
4029	270	52	AP	M
4033	285	09	AP	M
4036	056	01	US Military/ Government	M
4039	095	53	N/A no other source	S
4039	095	53	Other news agency	S
4039	095	53	Other news agency	S
4039	095	53	N/A no other source	S
4039	353	53	AP	S
4040	144	74	Other news agency	M
4040	181	52	PA	S
4042	075	03	UK Military/ Government	S
4044	270	51	AP	L
4047	250	36	EPA	M
4048	300	09	Freedom TV (coalition channel in Iraq)	S
4048	290	11	Freedom TV (coalition channel in Iraq)	S
4049	355	01	N/A no other source	L
4049	355	01	N/A no other source	S
4051	270	51	N/A no other source	S
4051	353	74	Corbis	L
4051	355	03	N/A no other source	S
4051	042	05	N/A no other source	S
4051	271	52	N/A no other source	M
4051	270	51	N/A no other source	S
4052	056	74	EPA	M
4052	262	03	Reuters	L
4052	270	51	AP	S
4052	262	01	AP	M
4052	270	51	EPA	S
4053	059	07	AP	L
4053	370	52	N/A no other source	S
4056	241	53	N/A no other source	XL
4057	060	01	N/A no other source	S
4059	353	51	AP	M
4060	372	74	N/A no other source	L
4062	115	59	AP	M
4063	202	41	AP	M
4064	094	53	AP	M
4067	145	74	Reuters	S
4071	270	51	AP	L
4073	999	53	N/A no other source	M
4075	355	01	N/A no other source	L
4075	355	01	N/A no other source	S
4075	355	01	N/A no other source	S
4075	355	01	N/A no other source	S
4075	355	01	N/A no other source	S
4076	059	01	AFP	L
4080	355	53	Other UK media source	M
4080	054	71	N/A no other source	S
4080	355	53	N/A no other source	S
4083	241	53	N/A no other source	M
4085	353	51	N/A no other source	M
4087	250	36	N/A no other source	M
4089	372	52	PA	M
4090	115	59	Other Arab media (not specific reporter)	S
4090	115	59	Other Arab media (not specific reporter)	S
4090	115	59	Other Arab media (not specific reporter)	S
4094	289	13	N/A no other source	M
4096	059	07	AP	L
4098	042	25	Corbis	S
4098	241	53	N/A no other source	M
4103	250	36	Reuters	M
4103	255	74	N/A no other source	S
4105	353	01	N/A no other source	S
4107	059	07	N/A no other source	M
4107	241	53	N/A no other source	S
4111	355	53	N/A no other source	M
4114	240	73	N/A no other source	S
4119	056	74	EPA	M
4123	288	14	AP	M
4126	134	71	N/A no other source	S
4126	041	01	N/A no other source	S
4128	038	03	N/A no other source	M
4128	038	03	N/A no other source	XL
4129	241	53	N/A no other source	S
4134	402	53	N/A no other source	XL
4135	200	37	N/A no other source	S
4136	137	01	N/A no other source	S
4136	138	01	N/A no other source	M
4136	138	01	N/A no other source	L
4139	353	01	Reuters	L
4141	134	01	AP	L
4144	056	01	AP	L
4145	010	01	AP	M
4145	010	01	AP	S
4145	371	52	AP	S
4145	370	52	AP	S
4145	039	01	AP	S
4145	010	01	AP	L
4145	241	53	N/A no other source	M
4146	353	01	AP	S
4146	353	01	AP	S
4146	353	01	AP	S
4146	353	01	AP	S
4146	353	01	Reuters	L
4146	353	52	Reuters	S
4146	270	52	Reuters	S
4146	372	52	Reuters	S
4147	363	52	EPA	L
4148	370	52	Other news agency	M
4148	370	52	Other news agency	S
4148	056	01	Other news agency	S
4150	059	07	Reuters	S
4151	115	59	AP	S
4154	270	52	AP	L
4154	362	74	Reuters	S
4155	372	52	N/A no other source	S
4155	372	52	N/A no other source	S
4155	372	52	N/A no other source	S
4157	353	01	Reuters	L
4157	353	01	N/A no other source	S
4158	039	01	AP	M
4160	056	01	N/A no other source	L
4161	353	52	N/A no other source	S
4161	353	52	N/A no other source	S
4162	145	74	EPA	L
4163	241	53	N/A no other source	S
4166	270	52	N/A no other source	L
4166	270	52	Reuters	S
4166	353	52	AP	M
4167	241	53	N/A no other source	L
4168	370	52	EPA	L
4169	241	53	N/A no other source	S
4169	059	07	Reuters	M
4171	241	53	N/A no other source	L
4174	372	52	N/A no other source	M
4174	372	52	N/A no other source	S
4174	095	52	N/A no other source	S
4175	290	11	N/A no other source	M
4176	205	43	N/A no other source	M
4179	202	41	EPA	M
4179	202	41	EPA	M
4181	370	52	EPA	L
4183	056	01	N/A no other source	L
4183	372	52	AP	S
4183	203	41	EPA	S
4184	999	75	AP	L
4184	999	53	AP	S
4184	113	53	AP	S
4186	056	01	EPA	L
4186	270	52	AP	S
4186	010	01	AP	S
4186	140	74	EPA	S
4186	353	52	EPA	S
4186	353	01	AP	M
4186	056	01	Reuters	S
4186	372	52	EPA	S
4186	353	52	Reuters	S
4188	353	01	N/A no other source	L
4189	353	52	AP	M
4189	353	01	AP	M
4190	353	01	AP	M
4190	353	52	AP	M
4190	353	01	AP	S
4191	056	01	Reuters	M
4191	056	01	AP	M
4192	353	01	Reuters	M
4194	370	52	Reuters	M
4194	370	52	AP	M
4196	270	52	AP	M
4196	270	52	AP	S
4197	010	01	AP	M
4197	241	53	N/A no other source	M
4201	372	52	N/A no other source	M
4208	353	52	AFP	L
4210	075	03	N/A no other source	M
4212	285	09	Reuters	S
4216	041	01	N/A no other source	S
4216	134	03	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	166	22	N/A no other source	S
4220	242	53	N/A no other source	S
4221	340	66	N/A no other source	M
4221	340	66	N/A no other source	S
4222	093	51	N/A no other source	S
4223	372	52	N/A no other source	L
4223	372	52	N/A no other source	S
4226	038	22	N/A no other source	M
4230	137	22	N/A no other source	S
4230	138	01	N/A no other source	L
4230	130	05	N/A no other source	S
4233	340	65	N/A no other source	M
4234	091	53	N/A no other source	S
4234	091	53	N/A no other source	S
4235	402	53	N/A no other source	S
4236	340	03	N/A no other source	XL
4236	340	03	N/A no other source	M
4239	270	52	N/A no other source	S
4239	270	52	N/A no other source	S
4239	270	52	N/A no other source	S
4239	270	01	N/A no other source	S
4239	270	52	N/A no other source	XL
4239	271	52	Abu Dhabi	S
4245	041	01	N/A no other source	M
4245	071	01	N/A no other source	XL
4249	166	66	N/A no other source	S
4249	166	66	N/A no other source	S
4249	182	03	N/A no other source	S
4249	182	03	N/A no other source	S
4250	063	01	N/A no other source	S
4250	010	01	N/A no other source	S
4250	059	01	N/A no other source	XL
4251	076	01	N/A no other source	S
4252	353	52	N/A no other source	S
4253	040	05	N/A no other source	S
4254	041	01	N/A no other source	M
4254	071	01	N/A no other source	S
4256	270	52	N/A no other source	M
4256	262	01	N/A no other source	S
4256	270	52	N/A no other source	S
4258	290	11	N/A no other source	S
4258	340	65	Reuters	S
4259	166	74	N/A no other source	S
4259	182	03	N/A no other source	S
4261	350	53	N/A no other source	XL
4261	350	53	N/A no other source	S
4261	350	53	N/A no other source	M
4261	350	53	N/A no other source	S
4261	356	53	N/A no other source	S
4261	354	53	N/A no other source	S
4262	042	25	N/A no other source	S
4263	145	53	N/A no other source	S
4265	270	52	N/A no other source	L
4267	041	01	N/A no other source	S
4268	340	65	N/A no other source	M
4269	158	04	N/A no other source	L
4269	180	66	N/A no other source	L
4269	166	74	N/A no other source	S
4270	111	53	N/A no other source	M
4274	270	52	EPA	L
4276	056	01	AP	S
4276	353	52	Corbis	M
4276	270	52	N/A no other source	S
4277	241	53	N/A no other source	L
4278	091	53	N/A no other source	M
4278	091	53	N/A no other source	S
4278	091	53	N/A no other source	S
4278	091	53	N/A no other source	S
4281	372	52	N/A no other source	S
4281	372	52	N/A no other source	S
4282	145	02	Reuters	S
4282	144	02	AP	M
4284	041	01	AP	M
4284	041	01	US Military/ Government	S
4285	355	53	N/A no other source	S
4286	158	04	N/A no other source	S
4289	270	52	AP	L
4293	041	01	Reuters	L
4295	370	52	AP	L
4295	270	52	Reuters	S
4295	241	53	N/A no other source	S
4297	057	01	N/A no other source	M
4299	372	52	N/A no other source	S
4299	372	52	N/A no other source	L
4299	372	52	N/A no other source	S
4299	372	52	N/A no other source	S
4299	372	52	N/A no other source	S
4299	145	52	N/A no other source	S
4299	145	72	N/A no other source	S
4300	145	74	N/A no other source	M
4301	007	74	N/A no other source	S
4301	167	02	N/A no other source	S
4301	149	74	N/A no other source	S
4301	177	52	N/A no other source	S
4302	063	74	Getty Images	M
4303	270	52	EPA	M
4305	145	75	N/A no other source	L
4305	181	75	N/A no other source	S
4309	340	65	PA	M
4310	999	53	N/A no other source	M
4312	145	02	Other UK media source	M
4313	112	53	N/A no other source	S
4314	372	52	EPA	M
4316	041	01	N/A no other source	L
4319	158	04	Reuters	M
4319	180	66	N/A no other source	S
4322	038	03	N/A no other source	S
4324	093	52	N/A no other source	M
4327	041	01	N/A no other source	S
4329	340	03	N/A no other source	L
4330	270	52	N/A no other source	M
4330	270	52	AP	M
4333	041	01	N/A no other source	M
4334	039	01	Reuters	L
4337	372	52	N/A no other source	M
4339	145	74	N/A no other source	S
4341	290	11	N/A no other source	M
4342	166	66	PA	S
4342	158	04	N/A no other source	S
4342	180	66	N/A no other source	M
4344	232	09	N/A no other source	M
4345	230	17	Reuters	M
4347	255	75	AP	M
4350	138	01	N/A no other source	XL
4350	130	57	Iraqi State TV/ media	S
4353	341	66	N/A no other source	S
4353	130	57	N/A no other source	S
4353	130	57	Iraqi State TV/ media	S
4353	130	57	Iraqi State TV/ media	S
4353	130	57	Iraqi State TV/ media	S
4353	131	57	Iraqi State TV/ media	S
4353	138	01	N/A no other source	L
4353	138	01	N/A no other source	L
4355	056	03	N/A no other source	S
4355	038	03	N/A no other source	S
4356	270	52	N/A no other source	XL
4356	270	52	N/A no other source	S
4356	270	52	N/A no other source	S
4356	262	01	N/A no other source	S
4357	038	03	N/A no other source	S
4361	403	53	N/A no other source	M
4363	145	72	N/A no other source	S
4363	145	72	N/A no other source	L
4363	372	52	N/A no other source	S
4366	145	74	N/A no other source	S
4368	138	01	N/A no other source	S
4368	138	01	N/A no other source	S
4368	138	01	N/A no other source	S
4368	341	66	N/A no other source	S
4368	138	01	AP	XL
4368	130	57	Iraqi State TV/ media	S
4372	177	52	N/A no other source	M
4372	148	53	N/A no other source	S
4372	007	71	N/A no other source	S
4372	145	74	N/A no other source	S
4372	431	01	N/A no other source	S
4372	149	01	N/A no other source	S
4374	041	01	N/A no other source	S
4375	271	52	N/A no other source	M
4376	263	01	N/A no other source	L
4376	270	51	N/A no other source	S
4377	145	52	N/A no other source	S
4378	401	53	N/A no other source	XL
4379	112	53	N/A no other source	S
4379	112	53	N/A no other source	L
4379	999	53	N/A no other source	S
4379	112	53	N/A no other source	S
4381	138	01	N/A no other source	S
4381	138	01	N/A no other source	M
4384	270	51	AP	S
4384	270	51	AP	S
4384	999	53	N/A no other source	S
4384	999	53	N/A no other source	S
4384	999	53	N/A no other source	S
4384	999	53	N/A no other source	S
4384	999	53	N/A no other source	S
4384	999	53	N/A no other source	S
4384	371	51	N/A no other source	M
4386	363	52	N/A no other source	M
4386	271	51	N/A no other source	S
4387	145	74	AP	S
4387	271	52	AFP	M
4388	136	05	N/A no other source	S
4389	311	02	Getty Images	M
4389	311	02	N/A no other source	S
4389	311	02	N/A no other source	S
4389	311	02	Other US media source	S
4391	241	53	N/A no other source	M
4391	039	01	AP	S
4391	063	01	AP	S
4391	010	01	EPA	S
4393	059	07	Reuters	S
4396	138	01	Reuters	M
4397	134	06	N/A no other source	S
4397	130	02	N/A no other source	S
4397	136	64	N/A no other source	S
4397	136	52	N/A no other source	S
4397	288	14	N/A no other source	S
4398	372	52	N/A no other source	S
4398	093	52	N/A no other source	M
4399	200	37	N/A no other source	M
4403	138	01	N/A no other source	M
4404	138	01	N/A no other source	M
4404	131	05	Iraqi State TV/ media	M
4404	138	01	N/A no other source	XL
4404	130	05	Al Jazeera	S
4406	091	53	N/A no other source	S
4407	355	01	N/A no other source	L
4407	355	01	N/A no other source	S
4408	262	03	N/A no other source	L
4413	138	01	AP	M
4413	138	01	AP	S
4413	130	05	Iraqi State TV/ media	S
4415	262	01	AP	M
4415	341	66	N/A no other source	S
4415	372	52	AP	S
4416	372	52	AP	S
4416	262	52	N/A no other source	M
4417	262	03	UK Military/ Government	S
4419	401	53	N/A no other source	M
4422	262	52	AP	M
4422	250	52	EPA	M
4424	999	75	Corbis	M
4424	999	75	Corbis	S
4424	999	75	Corbis	S
4424	999	75	Corbis	S
4425	093	52	AP	S
4425	093	52	AP	S
4426	075	03	AP	M
4428	260	52	Reuters	S
4429	285	09	N/A no other source	S
4430	400	75	Reuters	S
4435	138	01	AP	L
4435	241	53	N/A no other source	S
4439	261	52	EPA	L
4441	355	01	Reuters	L
4442	288	14	N/A no other source	S
4443	262	52	N/A no other source	L
4443	270	52	N/A no other source	S
4445	270	52	N/A no other source	L
4445	999	74	Corbis	S
4445	999	74	Corbis	S
4445	999	74	Corbis	S
4445	999	74	Reuters	S
4445	270	52	AP	S
4447	260	75	EPA	M
4449	362	52	AP	M
4454	240	53	N/A no other source	S
4454	240	53	N/A no other source	S
4454	403	53	N/A no other source	S
4456	999	74	N/A no other source	S
4457	130	05	Iraqi State TV/ media	S
4457	130	05	Iraqi State TV/ media	S
4457	130	05	Iraqi State TV/ media	S
4457	130	05	Iraqi State TV/ media	S
4457	138	01	AP	M
4457	138	01	AP	S
4457	138	01	AP	S
4457	241	53	N/A no other source	S
4459	182	01	EPA	M
4462	372	52	Reuters	M
4464	355	01	Reuters	M
4467	262	01	AP	M
4472	138	01	N/A no other source	M
4473	145	02	N/A no other source	M
4474	181	52	N/A no other source	L
4476	372	52	N/A no other source	M
4480	138	01	AP	M
4480	138	01	AP	M
4480	130	05	Iraqi State TV/ media	S
4480	130	05	Iraqi State TV/ media	S
4480	130	05	Iraqi State TV/ media	S
4480	130	05	Iraqi State TV/ media	S
4480	130	05	Iraqi State TV/ media	S
4480	130	05	Iraqi State TV/ media	S
4480	130	05	Iraqi State TV/ media	S
4485	270	52	N/A no other source	M
4487	039	01	AP	M
4488	240	53	N/A no other source	M
4489	038	03	N/A no other source	M
4493	038	21	N/A no other source	S
4493	340	65	N/A no other source	S
4497	402	53	N/A no other source	XL
4498	402	53	N/A no other source	S
4500	262	01	N/A no other source	S
4500	262	01	N/A no other source	S
4501	166	66	N/A no other source	L
4502	145	74	N/A no other source	S
4502	145	03	N/A no other source	S
4506	138	01	N/A no other source	S
4508	340	66	N/A no other source	XL
4507	270	52	N/A no other source	S
4510	038	21	N/A no other source	S
4510	091	21	N/A no other source	S
4511	999	53	N/A no other source	S
4511	999	53	N/A no other source	S
4512	180	66	N/A no other source	S
4512	166	66	N/A no other source	S
4513	262	01	Reuters	M
4515	241	53	N/A no other source	S
4515	138	01	Reuters	M
4518	270	51	EPA	S
4518	270	51	EPA	M
4518	270	51	AP	S
4519	270	51	N/A no other source	S
4521	200	37	Reuters	M
4524	010	01	AP	M
4525	310	03	N/A no other source	M
4527	270	51	N/A no other source	L
4529	040	74	N/A no other source	M
4529	093	74	N/A no other source	M
4532	241	53	N/A no other source	M
4533	095	53	N/A no other source	M
4533	095	53	N/A no other source	L
4533	270	51	N/A no other source	M
4534	288	13	Other media source: non-specific/ unclear	S
4535	353	01	N/A no other source	M
4535	145	74	N/A no other source	M
4535	271	52	N/A no other source	M
4536	145	53	N/A no other source	S
4537	999	75	N/A no other source	M
4537	401	53	N/A no other source	S
4538	242	53	N/A no other source	XL
4539	289	13	N/A no other source	L
4539	059	07	N/A no other source	M
4540	370	52	N/A no other source	L
4540	242	53	N/A no other source	M
4540	054	01	N/A no other source	M
4540	271	52	N/A no other source	S
4542	093	52	N/A no other source	L
4542	093	52	N/A no other source	S
4542	093	52	N/A no other source	S
4542	093	52	N/A no other source	S
4543	115	59	N/A no other source	S
4543	202	41	N/A no other source	M
4545	145	74	N/A no other source	S
4546	300	09	N/A no other source	S
4546	290	11	N/A no other source	S
4546	285	09	N/A no other source	S
4546	400	19	N/A no other source	S
4550	166	66	N/A no other source	S
4550	999	11	N/A no other source	S
4551	145	72	N/A no other source	L
4551	054	72	N/A no other source	M
4554	355	52	N/A no other source	S
4554	054	01	N/A no other source	S
4554	355	01	N/A no other source	M
4554	350	01	Internet source	S
4554	356	01	Internet source	S
4554	356	13	N/A no other source	S
4555	034	01	AP	M
4557	166	66	N/A no other source	S
4557	340	66	N/A no other source	M
4557	166	66	N/A no other source	L
4557	403	53	N/A no other source	S
4558	038	03	N/A no other source	L
4558	039	01	N/A no other source	S
4562	038	03	N/A no other source	XL
4562	038	03	N/A no other source	S
4562	038	03	N/A no other source	M
4563	262	01	N/A no other source	XL
4565	062	01	N/A no other source	M
4569	034	01	Reuters	M
4572	372	52	Other news agency	M
4572	039	01	Reuters	S
4572	278	11	AP	S
4572	372	52	EPA	S
4573	370	52	AP	M
4575	262	01	AP	S
4577	341	66	AP	S
4577	341	66	AP	M
4578	145	74	Reuters	S
4580	230	53	AP	M
4582	242	53	N/A no other source	M
4586	145	52	N/A no other source	L
4587	138	01	N/A no other source	M
4590	270	51	AP	S
4590	270	51	EPA	L
4591	182	52	N/A no other source	M
4592	038	03	N/A no other source	S
4593	288	13	N/A no other source	M
4593	117	61	Internet source	S
4594	202	41	N/A no other source	S
4595	241	53	N/A no other source	S
4595	167	02	N/A no other source	M
4595	171	02	N/A no other source	M
4595	010	01	N/A no other source	M
4596	111	53	Other UK media source	M
4598	372	52	N/A no other source	M
4598	144	74	N/A no other source	S
4602	353	51	N/A no other source	XL
4602	354	13	N/A no other source	S
4604	093	03	N/A no other source	M
4605	145	52	N/A no other source	S
4607	290	11	N/A no other source	S
4609	158	04	N/A no other source	L
4609	166	22	N/A no other source	S
4609	158	04	N/A no other source	S
4609	158	04	N/A no other source	S
4609	158	04	N/A no other source	S
4609	158	04	N/A no other source	S
4609	158	04	N/A no other source	S
4609	158	04	N/A no other source	S
4609	166	22	N/A no other source	S
4609	166	22	N/A no other source	S
4609	166	22	N/A no other source	S
4609	166	22	N/A no other source	S
4609	166	22	N/A no other source	S
4612	145	52	N/A no other source	S
4613	260	13	N/A no other source	M
4615	230	11	N/A no other source	S
4619	148	52	N/A no other source	S
4619	148	52	N/A no other source	S
4619	148	52	N/A no other source	S
4619	145	52	N/A no other source	S
4619	145	74	N/A no other source	XL
4619	145	52	N/A no other source	S
4619	181	74	N/A no other source	S
4622	166	22	N/A no other source	S
4622	166	22	N/A no other source	S
4622	166	22	N/A no other source	S
4622	166	22	N/A no other source	S
4622	166	22	N/A no other source	S
4622	166	22	N/A no other source	S
4622	158	04	N/A no other source	M
4623	119	54	N/A no other source	S
4625	350	53	N/A no other source	S
4625	355	14	N/A no other source	M
4627	262	01	AP	L
4629	240	53	N/A no other source	S
4631	262	52	EPA	M
4633	270	52	N/A no other source	M
4633	039	01	N/A no other source	S
4636	230	53	AP	S
4636	202	41	AP	M
4638	241	53	N/A no other source	S
4638	062	06	N/A no other source	L
4639	138	01	Reuters	S
4641	263	74	Reuters	M
4641	285	09	N/A no other source	S
4644	353	52	Reuters	L
4647	056	01	Reuters	S
4649	270	52	N/A no other source	S
4649	270	52	EPA	M
4649	999	74	N/A no other source	S
4649	999	74	N/A no other source	S
4652	038	21	UK Military/ Government	M
4652	095	21	N/A no other source	S
4655	166	66	Other UK media source	S
4655	340	66	Other UK media source	S
4657	372	52	N/A no other source	M
4657	007	74	AP	S
4657	062	01	AP	S
4657	363	52	AP	S
4657	145	74	AP	S
4658	262	01	EPA	M
4660	372	52	AP	S
4663	039	01	N/A no other source	M
4664	145	02	N/A no other source	S
4666	038	03	N/A no other source	M
4668	166	66	N/A no other source	S
4668	999	11	N/A no other source	S
4668	340	66	N/A no other source	M
4669	340	66	N/A no other source	S
4671	400	53	Reuters	L
4675	034	01	EPA	M
4678	262	01	EPA	M
4680	230	11	N/A no other source	M
4681	203	41	N/A no other source	S
4684	166	66	N/A no other source	S
4686	288	53	N/A no other source	L
4687	145	74	N/A no other source	XL
4691	203	41	N/A no other source	M
4693	289	75	N/A no other source	S
4695	180	66	N/A no other source	M
4695	038	03	N/A no other source	S
4699	181	75	N/A no other source	S
4699	145	75	N/A no other source	L
4701	203	41	N/A no other source	M
4706	350	53	N/A no other source	M
4706	350	53	N/A no other source	M
4706	350	53	N/A no other source	M
4706	350	53	N/A no other source	S
4706	350	53	N/A no other source	S
4706	350	53	N/A no other source	S
4706	350	53	N/A no other source	S
4708	203	41	AP	M
4708	203	41	N/A no other source	S
4709	230	17	EPA	S
4710	241	53	N/A no other source	S
4711	063	01	Getty Images	M
4711	054	01	Getty Images	S
4711	063	01	Getty Images	S
4714	262	01	Getty Images	M
4714	371	52	Reuters	S
4714	112	53	N/A no other source	S
4716	999	53	AP	S
4716	999	53	AP	S
4716	999	53	AP	S
4719	340	66	N/A no other source	S
4721	281	11	N/A no other source	S
4723	145	52	N/A no other source	M
4726	353	53	N/A no other source	M
4729	350	53	N/A no other source	L
4733	362	74	Corbis	M
4733	039	01	EPA	M
4734	371	51	EPA	M
4736	371	51	Other news agency	M
4739	262	01	AP	M
4742	999	74	N/A no other source	S
4742	999	74	N/A no other source	S
4742	999	74	N/A no other source	M
4743	270	51	N/A no other source	S
4747	262	01	AP	L
4750	093	52	N/A no other source	M
4751	262	01	N/A no other source	S
4753	182	03	Other news agency	L
4755	362	52	PA	L
4757	321	53	N/A no other source	S
4758	285	09	AP	S
4758	285	09	Getty Images	S
4759	262	01	AP	M
4761	230	17	EPA	S
4762	180	03	Other news agency	M
4764	400	75	AFP	S
4764	999	75	AP	S
4767	039	01	EPA	M
4769	076	01	Getty Images	M
4775	203	41	Reuters	M
4778	145	74	Reuters	S
4780	262	01	AP	M
4785	180	66	Other UK media source	S
4785	158	03	Other UK media source	M
4785	166	74	N/A no other source	S
4786	038	03	AP	M
4786	039	01	AP	M
4789	300	09	Reuters	S
4789	232	17	AP	S
4792	371	51	AP	L
4795	145	52	Reuters	L
4798	371	51	AP	L
4801	355	01	N/A no other source	L
4801	355	01	N/A no other source	S
4804	062	02	AP	L
4805	363	52	Other news agency	S
4807	400	20	AP	L
4811	400	19	N/A no other source	S
4812	145	52	AP	L
4813	138	01	N/A no other source	L
4813	113	55	N/A no other source	S
4815	242	53	N/A no other source	M
4817	059	05	Reuters	M
4818	241	53	N/A no other source	S
4821	262	49	N/A no other source	M
4824	400	20	AP	L
4827	039	01	Reuters	L
4829	181	52	N/A no other source	S
4834	371	51	AP	M
4836	138	01	N/A no other source	S
4837	158	04	AP	M
4838	230	17	AP	M
4842	145	52	Reuters	M
4844	254	51	N/A no other source	L
4846	290	11	N/A no other source	XL
4848	352	59	Al Jazeera	M
4848	352	59	Al Jazeera	S
4848	351	13	Iraqi State TV/ media	S
4848	352	59	Al Jazeera	S
4852	230	71	N/A no other source	S
4852	230	17	N/A no other source	S
4852	290	11	N/A no other source	S
4852	290	11	N/A no other source	XL
4854	290	11	N/A no other source	XL
4854	290	11	N/A no other source	S
4854	290	11	N/A no other source	S
4854	290	11	N/A no other source	S
4854	290	11	N/A no other source	S
4856	355	74	N/A no other source	S
4856	355	01	N/A no other source	S
4857	176	07	N/A no other source	S
4858	999	74	Reuters	M
4859	352	59	Al Jazeera	L
4859	350	13	Iraqi State TV/ media	L
4860	145	52	N/A no other source	S
4861	402	53	N/A no other source	L
4863	999	75	N/A no other source	L
4868	039	01	AP	M
4869	095	53	N/A no other source	S
4869	288	53	EPA	S
4871	372	52	Getty Images	S
4871	372	52	Getty Images	M
4874	999	75	N/A no other source	M
4874	999	75	N/A no other source	M
4874	999	75	N/A no other source	S
4874	999	75	N/A no other source	S
4874	999	75	N/A no other source	S
4878	041	01	N/A no other source	S
4878	372	52	EPA	L
4880	372	52	AP	L
4880	353	07	AP	S
4883	205	75	AP	S
4883	205	75	AP	S
4883	115	59	AP	M
4884	145	52	N/A no other source	M
4888	230	17	AP	L
4892	289	13	AFP	M
4895	288	14	Reuters	M
4896	241	53	N/A no other source	S
4898	038	01	N/A no other source	S
4898	038	01	N/A no other source	M
